id,sha256,source,licence,organe,classe,site,date,annotateur,split,images
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_16.jpg,1a35e1b4a37a95b41e8a08309cf882b76919cd69f64dd7e7337787e98e2c12d2,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_16.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_17.jpg,34080151b2b5ebab2f20309317c197ae776eb52d512a94bce78de3915c87bd70,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_17.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_18.jpg,a1533027e792c5147444d5e35195de5d21457d046de3790e82b5645f3d7f0931,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_18.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_19.jpg,66af7d5aa82ab6579631f8a2d2285afcfdc1705b351a3f81e982df3c86fabf0e,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_19.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_2.jpg,a9d2b4cca416709e03bc9df5836a31a6cd154fc12c31680eebb80a02f19962ff,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_2.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_20.jpg,1fe3c1de686b44cf013da5ea8b678466da9a8ef9527e4b1797970fcd2e876966,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_20.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_21.jpg,8a7293b44b58d8c7e014bfb6abdc9f9c4674dbc73adb1384003ca2a99d1db307,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_21.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_22.jpg,d5eebaab5c33c9230a57b81e4ecb149767aed5909776d176cd5b6bc062511fca,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_22.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_23.jpg,583a038c9467b2b6e1fa10867245347acbabb1e3ba534d1c4ab00e7136bf6011,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_23.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_24.jpg,81122c4a32d9b40e9eec4c237b8660631620c9c1522e9d329a27725941bf7c85,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_24.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_25.jpg,bf524c7d3e02e899a8d30e6c442d7de889d27ff45e2ed306decf18e008e890a3,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_25.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_26.jpg,4d76989c52e53398c73831e33d52ed5af9f6c57349b1620406d48be0f79a968d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_26.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_27.jpg,6b8dff0ce34fd96e60fc319ade03c82982472102df2baf46d904fb736220abaf,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_27.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_28.jpg,037d0f75b94a544421536b6f13d6fd407dcdc629d2d71269dca3362ab3377542,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_28.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_29.jpg,17b58f31572decfad99c4ebe8259f3a89f6901049d6d2414ba1b1c1bb13ea6e1,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_29.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_3.jpg,746f3b26c00dcf3f39651d8004437f57a3a1cb93e194dd1c56bf7ec6c481fef7,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_3.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_30.jpg,a8b573659321d52199c6e2453f934cfcbb11c63b84ccb9baf08c3c76c749e730,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_30.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_31.jpg,54238f13cb100dd8e7915bbb1ee32c1cd987da28af251a11f420b0f2668dc937,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_31.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_32.jpg,1f0fcf3102de8415bd15667cca61bd377e1651a51b37a8113e0379af19f0e0fc,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_32.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_33.jpg,a3d545bf8c0bc2915b153ad779866b9324fac9b06abec971bb67a38418339b0f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_33.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_34.jpg,f98adf4dc7513eb9eef143bf5f818c7846cd5f56fd64369e4cf9e55d88b1a31b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_34.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_35.jpg,e409b3105e94d6d6cbbdf7fb6921bcade26ef7d64714b866fde2484a213ea7f7,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_35.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_36.jpg,9a026d4fbf734c61ed7c2a07fa77fc28aac9068a2148e1f1e9518e630d874b53,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_36.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_37.jpg,5cc3fe65336427ed1f0f8c992d31b4e60c32c23700f6beddf48b7688b30114bd,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_37.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_38.jpg,04b3acc1901a27e16dfbdeca3c98dcc0a3876c1e197df1f89b8a471f0e1461df,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_38.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_39.jpg,542ccee87c6135a94d74e9e9e0781199cd4c328b81312cc4880f36a2fd9cff2c,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_39.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_4.jpg,b6b0aafccb4983ed9e40705876b45a9f1f4ff58352a46751fac176ba63512f8a,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_4.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_40.jpg,45587dbf568dd033103d2e08f6b6507527d63adba902cb86c815340c751c0234,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_40.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_41.jpg,9f8b969389d1de56eb343b6701bb44f9f4f07910b7c3e7449d2aa9947e133d08,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_41.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_42.jpg,bad76b6512fd0a21fd2e8c24db51de5aaae32514fd3456cf865a661df4040c2f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_42.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_43.jpg,0ab499b003957f50f6f8948e8660f1952fa888fa88ad3df2af4e50276bb91ac3,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_43.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_44.jpg,1471c5970d5c76f0f0a6eb7e20b49ce1c7ec5626d3778c8ac46c73bcd38b09c1,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_44.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_45.jpg,0c32cc444ae3e7482796ecb0f8c99cfcdd0ecc42014d43ee8b170a984b745e81,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_45.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_46.jpg,bf75384a9e48679b43906d0c8146b8972e432e1fd17d58ace77f2d263cc0eb69,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_46.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_47.jpg,f23f0198b7e3e4fe70435fdc0d5a5cc5b98bcecf9af228b4bc49d611a20944d5,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_47.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_48.jpg,caf5ac22ddd33cd5fb3a94b9d613080256a261e716bf6e6d3a01adcab8ad43f4,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_48.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_49.jpg,b41b70f5671de2098756f7bb78a4c4ee080916b976dcbc7ca66ea6264c32cdeb,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_49.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_5.jpg,95ab413c29d753b907b868fb032f1e4ee7f724ba9bfacd1a7e385579f8ab5147,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_5.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_50.jpg,ace12ab01f1319aee0fa5051957d498788ab4cad7878e0d187af4bbb8cf1d873,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_50.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_51.jpg,bf622d7b80e876a447dd227f0c34a71cd966a6b33d357b1cf597879f6f105f3e,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_51.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_52.jpg,738adc2de93f993a197d207c07a64b1549deb619747d62e8140c0ae6e81be018,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_52.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_53.jpg,b0e680bf3e90559faf12e68b5ef5ac618fb9842154e8e7d353f652947a0a8c22,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_53.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_54.jpg,a81ed8e0256ed52967bc692b01b174e7c460e8fb1cb1e15bf1e674943095d425,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_54.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_55.jpg,a2ad86ac8e806beecbe66425bf12ea2fd6639cd8baa5dbe6ec6fd395dc3adf47,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_55.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_56.jpg,fb5822ce0f7793818591f27546e1c7dcc27b1cc295b87642e05414f44c5aec1e,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_56.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_57.jpg,8a4570a49c4770b0ffb6001064fb290696112be8942568f7a6208d1f5dea144f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_57.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_58.jpg,275f88f5b3fc1dcdcc5aaeaa4f806858e7e056f9ed5d769b60faee85e3a721ed,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_58.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_59.jpg,601df7dd5f20a3c2a4f29b8957ad51812f1881883c18bd6645d950d63eef7ec9,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_59.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_6.jpg,1390279032e7acbc0c0cf7a722d543a900b2aa72e6e4dfce86f9ec3872f7d469,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_6.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_60.jpg,3a662a2585762f337adfaa71b9fb8bf8e60a5c83be076fc6e4e65ab7fd42ecd5,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_60.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_61.jpg,065fe8c40865d0b23f3324bcd9e7208ae3f8eddf0b91d4a4c04fb4ab3a221a07,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_61.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_62.jpg,18a31576cc3f2f91fd389927a8b342bf4b9eef07df82c1cf4cfdb6f796808b6c,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_62.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_63.jpg,05462ebbc9439fccfbf384652f870fc5214834633e73e29e4ba5b65b8017d6f4,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_63.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_64.jpg,e4d9453e541cc09ff121cfa24cd37cf741abf4489e671b2c5757d3cba95c3c9b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_64.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_65.jpg,b92a1bd7258dacfede5541181b779e0676f6610a22578115359c1e1702ba679f,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_65.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_66.jpg,55b9ab8e8f782d1dc4737253061e236c31e05a5919c1a0705510bab9c7a11490,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_66.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_67.jpg,27d18ce558df2b47213bb020ac7ab5e53ce85ee52dab948f1340c16cfa16cfe0,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_67.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_68.jpg,2577aab0fd8f6ea2bac610cd09f1a528d7a8f9a6c1de862247633e4ea43b0f93,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_68.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_69.jpg,d8f98a7e1741b412deb20936f244599c5035567b15e67494d652e30411459514,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_69.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_7.jpg,b4858faf4b1355d76e577aada3f7d238eff7e11138f5b5a1cc803dbf2db07b1b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_7.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_70.jpg,13acdbadbf8b1f89aeccde84d6b93003fd0529644129c4271ad0a1bcd11fed5b,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_70.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_71.jpg,086a0513674facfadf8b321907694517e682a7c70490e7815a8e33d3fa7764af,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_71.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_72.jpg,18dcbfa541787f8781174add19c7a64e8a2146813c98674d493083b9cd480dd4,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_72.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_73.jpg,6ac39c33ab3981b8ca6baec229478ef58c49cfdb53d84281f4a2c6acc111d1b1,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_73.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_74.jpg,6c7c6a380106733a86462d5a653c93f26a71377f4fc2f65c68736ce7fed6d5bf,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_74.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_75.jpg,97f77fe0ee027f8177941023efb15fc1bd4964490bf8dad19568c6caf5eb0af0,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_75.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_76.jpg,2816a065d4d2a3a422cb30fe0e105db2f17b1780e0643789bbdacaeccd0b7e0d,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_76.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_77.jpg,0528ff7dbcd66837364f631c455e3757fc31977fb6497ea616023996df54cfc3,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_77.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_78.jpg,00ef3b29e3b918c10f6fd283c2742efe47aef6e60a1440a79ac758d521e2eb44,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_78.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_79.jpg,dbceeda84f4613a640df4d0534698379e1a6aad9cd9325d261fed0945f8a9800,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_79.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_8.jpg,54569db77f2d0f193d9997c2c7903124e6c882a3fae331a06d7b4d3b0ac8e2a4,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_8.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_80.jpg,6079a51ca8306a423468fa2f0ebee098c867e6e2ec8789df08824d05ea4f34c1,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_80.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_81.jpg,fa4e2f5ba99e084e76b5032b35b632e842c99204a1ca7238a4bbaab14ebdce62,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_81.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_82.jpg,5c1d75efb7c5a5b2d8fc7266947da4ae64ccc64ca7ac6ab64a2e8655270955e3,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_82.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_83.jpg,0618f473e7c623c8687b7400641208fcb3046de56710fa3a3d8cbc6af28c9fb1,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_83.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_84.jpg,8c964916c4d900c12d32e85248eea06003ba68934b394cb97548fdb151164ef8,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_84.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_85.jpg,8c5b3c329341d772a713e7aeef50ff496bf7abbd98dbdb8b5bd1457e0440ae09,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_85.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_86.jpg,5596754bf6ca390b09dc66e52a618ea025b917b057015e118fd28d6cfa7ff6da,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_86.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_87.jpg,f7df737c6f9c018da21dc2e17505316a3a916d7e708faa046928d8b62bded053,ml/data/raw/dhan_shomadhan/Dhan-Shomadhan/White Background/Brown Spot/bs_wb_87.jpg,CC BY 4.0,feuille,helminthosporiose,,,,,1
